District,Year,Season,Crop,Area,Production,Weather
BEED,2009,Kharif,Castor seed,400,199,Rainy
BEED,2010,Zaid,Rapeseed &Mustard,400,164,Rainy
BEED,2012,Zaid,Rapeseed &Mustard,400,286,Sunny
BEED,2014,Kharif,Rice,400,95,Rainy
BHANDARA,1999,Zaid,Rapeseed &Mustard,400,138,Overcast 
BHANDARA,2002,Rabi,Other Kharif pulses,400,95,Sunny
BHANDARA,2002,Rabi,Rapeseed &Mustard,400,-100,Rainy
BHANDARA,2008,Zaid,Sesamum,400,170,Overcast 
BHANDARA,2011,Kharif,Sesamum,400,266,Overcast 
BHANDARA,2012,Zaid,Rapeseed &Mustard,400,-38,Rainy
BULDHANA,1999,Rabi,Niger seed,400,119,Sunny
BULDHANA,2000,Rabi,Small millets,400,55,Overcast 
BULDHANA,2004,Rabi,other oilseeds,400,52,Rainy
BULDHANA,2008,Kharif,Groundnut,400,278,Overcast 
CHANDRAPUR,1999,Kharif,Rapeseed &Mustard,400,50,Sunny
CHANDRAPUR,2010,Zaid,Moong(Green Gram),400,-63,Sunny
DHULE,1998,Kharif,Castor seed,400,147,Overcast 
DHULE,2014,Kharif,Castor seed,400,-73,Rainy
GONDIA,2003,Zaid,Rapeseed &Mustard,400,33,Rainy
GONDIA,2004,Kharif,Other Cereals & Millets,400,-6,Overcast 
GONDIA,2014,Rabi,Maize,400,231,Rainy
HINGOLI,2002,Kharif,Rapeseed &Mustard,400,-59,Sunny
HINGOLI,2003,Kharif,Groundnut,400,164,Overcast 
HINGOLI,2008,Zaid,Linseed,400,102,Rainy
HINGOLI,2009,Kharif,Linseed,400,158,Sunny
HINGOLI,2010,Rabi,Castor seed,400,61,Rainy
HINGOLI,2011,Rabi,Niger seed,400,285,Rainy
JALGAON,2012,Kharif,Sunflower,400,296,Overcast 
JALNA,2002,Zaid,Rapeseed &Mustard,400,137,Sunny
JALNA,2004,Kharif,Rapeseed &Mustard,400,158,Rainy
JALNA,2006,Kharif,Castor seed,400,184,Sunny
JALNA,2006,Kharif,Rapeseed &Mustard,400,126,Rainy
JALNA,2006,Rabi,Maize,400,22,Rainy
JALNA,2009,Rabi,Niger seed,400,40,Overcast 
LATUR,2005,Kharif,Linseed,400,69,Sunny
LATUR,2006,Rabi,Linseed,400,204,Overcast 
LATUR,2008,Kharif,Castor seed,400,143,Overcast 
LATUR,2009,Kharif,Linseed,400,195,Sunny
LATUR,2014,Zaid,Other  Rabi pulses,400,-13,Overcast 
NAGPUR,2001,Zaid,Sesamum,400,218,Overcast 
NAGPUR,2008,Rabi,Rapeseed &Mustard,400,169,Rainy
NANDED,1999,Kharif,Sesamum,400,162,Sunny
NANDED,2000,Zaid,Linseed,400,-7,Rainy
NANDED,2000,Kharif,Sesamum,400,175,Rainy
NANDED,2001,Rabi,Sesamum,400,237,Rainy
NANDED,2002,Zaid,Linseed,400,-16,Overcast 
NANDED,2003,Kharif,Linseed,400,-80,Sunny
NANDED,2005,Rabi,Linseed,400,-66,Rainy
NANDED,2006,Kharif,Linseed,400,-11,Sunny
NANDED,2012,Rabi,Sesamum,400,131,Sunny
NANDURBAR,2000,Zaid,Castor seed,400,9,Sunny
NANDURBAR,2003,Zaid,Sunflower,400,13,Sunny
NANDURBAR,2006,Zaid,Sesamum,400,56,Rainy
NANDURBAR,2009,Kharif,Castor seed,400,274,Sunny
NANDURBAR,2009,Kharif,Sesamum,400,172,Overcast 
NANDURBAR,2012,Zaid,Other  Rabi pulses,400,38,Sunny
NASHIK,2002,Zaid,Safflower,400,-53,Rainy
NASHIK,2005,Rabi,Rapeseed &Mustard,400,278,Overcast 
PARBHANI,2001,Rabi,Other Kharif pulses,400,226,Overcast 
PARBHANI,2002,Zaid,Rapeseed &Mustard,400,127,Rainy
PARBHANI,2003,Zaid,Rapeseed &Mustard,400,-78,Rainy
PARBHANI,2012,Rabi,Castor seed,400,59,Sunny
PARBHANI,2013,Rabi,Linseed,400,250,Overcast 
PUNE,2003,Kharif,Linseed,400,192,Rainy
PUNE,2010,Rabi,Sesamum,400,37,Rainy
RAIGAD,1998,Rabi,Niger seed,400,156,Overcast 
RAIGAD,1999,Rabi,Niger seed,400,1,Sunny
RAIGAD,2001,Rabi,Other Kharif pulses,400,52,Sunny
RAIGAD,2003,Kharif,Other Kharif pulses,400,-22,Overcast 
RAIGAD,2010,Zaid,Niger seed,400,2,Rainy
RAIGAD,2011,Kharif,Niger seed,400,272,Sunny
SANGLI,2005,Zaid,Sesamum,400,-69,Overcast 
SANGLI,2005,Kharif,Rapeseed &Mustard,400,114,Sunny
SATARA,1998,Zaid,Sesamum,400,166,Overcast 
SATARA,1998,Zaid,Rapeseed &Mustard,400,72,Rainy
SATARA,1999,Kharif,Linseed,400,285,Overcast 
SATARA,1999,Kharif,Rapeseed &Mustard,400,289,Rainy
SATARA,2000,Kharif,Linseed,400,138,Overcast 
SATARA,2004,Zaid,Sesamum,400,-64,Sunny
SATARA,2004,Zaid,Other Cereals & Millets,400,223,Sunny
SATARA,2006,Zaid,Sesamum,400,106,Overcast 
SATARA,2012,Rabi,Sunflower,400,33,Overcast 
SOLAPUR,2002,Zaid,Castor seed,400,-51,Sunny
SOLAPUR,2003,Zaid,Jowar,400,126,Rainy
SOLAPUR,2004,Kharif,Rice,400,253,Overcast 
SOLAPUR,2004,Rabi,Sesamum,400,136,Rainy
SOLAPUR,2004,Rabi,Linseed,400,-4,Rainy
SOLAPUR,2005,Kharif,Sesamum,400,221,Rainy
SOLAPUR,2005,Rabi,Linseed,400,253,Overcast 
SOLAPUR,2006,Rabi,Rice,400,182,Rainy
SOLAPUR,2009,Kharif,Linseed,400,-70,Sunny
SOLAPUR,2012,Kharif,Jowar,400,27,Sunny
SOLAPUR,2012,Kharif,Rice,400,183,Rainy
SOLAPUR,2012,Rabi,Other  Rabi pulses,400,294,Sunny
SOLAPUR,2013,Zaid,Rice,400,-45,Overcast 
SOLAPUR,2014,Zaid,Rice,400,285,Rainy
THANE,1998,Kharif,Rapeseed &Mustard,400,78,Sunny
THANE,2005,Zaid,Sesamum,400,263,Overcast 
THANE,2006,Rabi,Sesamum,400,249,Rainy
THANE,2009,Rabi,Sesamum,400,-37,Rainy
THANE,2014,Zaid,Sesamum,400,101,Rainy
WARDHA,1999,Rabi,Rapeseed &Mustard,400,205,Overcast 
WARDHA,1999,Kharif,Sesamum,400,141,Overcast 
WARDHA,2001,Rabi,Linseed,400,299,Sunny
WARDHA,2001,Zaid,Other  Rabi pulses,400,210,Sunny
WARDHA,2005,Zaid,Sesamum,400,12,Sunny
WARDHA,2006,Rabi,Sesamum,400,292,Rainy
WARDHA,2011,Kharif,Moong(Green Gram),400,221,Overcast 
WASHIM,2001,Rabi,Sunflower,400,198,Sunny
WASHIM,2002,Zaid,Other Kharif pulses,400,160,Rainy
YAVATMAL,1998,Rabi,Sesamum,400,-95,Sunny
YAVATMAL,2000,Rabi,Safflower,400,30,Rainy
YAVATMAL,2002,Rabi,Linseed,400,290,Overcast 
AHMEDNAGAR,2012,Zaid,Linseed,400,-34,Sunny
AURANGABAD,2012,Rabi,Other Kharif pulses,400,65,Sunny
DHULE,2012,Kharif,Castor seed,400,93,Sunny
SINDHUDURG,1997,Zaid,Other  Rabi pulses,400,195,Sunny
NANDED,2014,Rabi,Niger seed,400,198,Rainy
WASHIM,2007,Zaid,Urad,395,292,Sunny
NASHIK,2007,Zaid,Cotton(lint),393,190,Rainy
NANDED,2007,Rabi,Moong(Green Gram),393,126,Rainy
AMRAVATI,2003,Kharif,Tomato,389,-17,Sunny
AKOLA,2003,Zaid,Onion,385,-80,Rainy
WARDHA,2007,Zaid,Gram,382,253,Sunny
SANGLI,2007,Zaid,Groundnut,381,-84,Sunny
WASHIM,2007,Zaid,Moong(Green Gram),381,137,Rainy
LATUR,2007,Kharif,Wheat,380,127,Sunny
JALGAON,2007,Zaid,Gram,380,-99,Sunny
HINGOLI,2007,Zaid,Wheat,371,51,Rainy
BEED,2003,Rabi,Tomato,366,12,Overcast 
OSMANABAD,2007,Zaid,Sunflower,363,-34,Overcast 
NASHIK,2007,Kharif,Soyabean,362,256,Overcast 
OSMANABAD,2007,Rabi,Soyabean,362,-11,Sunny
DHULE,2007,Kharif,Wheat,360,75,Overcast 
THANE,2003,Zaid,Tomato,358,241,Sunny
DHULE,2007,Kharif,Groundnut,357,281,Rainy
HINGOLI,2007,Kharif,Gram,353,48,Overcast 
NASHIK,2007,Kharif,Groundnut,352,89,Overcast 
NAGPUR,1997,Kharif,Other  Rabi pulses,350,0,Overcast 
DHULE,2007,Zaid,Maize,347,100,Rainy
JALNA,2007,Rabi,Soyabean,347,40,Sunny
WASHIM,2007,Rabi,Wheat,346,-17,Rainy
BEED,1997,Rabi,Other  Rabi pulses,340,-98,Sunny
CHANDRAPUR,2007,Rabi,Gram,333,211,Rainy
AHMEDNAGAR,2003,Kharif,Grapes,331,-73,Overcast 
NASHIK,2007,Kharif,Ragi,330,-96,Overcast 
KOLHAPUR,1997,Kharif,Other  Rabi pulses,330,77,Sunny
OSMANABAD,2007,Zaid,Safflower,329,109,Rainy
CHANDRAPUR,2007,Zaid,Arhar/Tur,326,-9,Overcast 
HINGOLI,2007,Rabi,Safflower,321,274,Overcast 
RAIGAD,2003,Zaid,Tomato,315,-58,Rainy
JALGAON,2003,Kharif,Tomato,313,280,Rainy
OSMANABAD,2007,Kharif,Sunflower,311,35,Rainy
JALGAON,2007,Zaid,Jowar,305,186,Overcast 
SATARA,2007,Rabi,Gram,302,-65,Rainy
NAGPUR,2010,Kharif,Sugarcane,300,-46,Rainy
RATNAGIRI,2001,Rabi,Rice,300,238,Sunny
SINDHUDURG,2010,Kharif,Maize,300,64,Rainy
WASHIM,2013,Zaid,Maize,300,74,Rainy
HINGOLI,2011,Rabi,Maize,300,126,Rainy
RATNAGIRI,2002,Zaid,Rice,300,88,Rainy
RATNAGIRI,2003,Kharif,Groundnut,300,27,Rainy
HINGOLI,2006,Rabi,Maize,300,123,Rainy
KOLHAPUR,1998,Rabi,Rice,300,233,Sunny
KOLHAPUR,1999,Zaid,Rice,300,-2,Sunny
NANDED,2012,Kharif,Maize,300,-49,Sunny
NANDURBAR,2004,Zaid,Maize,300,59,Rainy
RATNAGIRI,2004,Zaid,Groundnut,300,155,Overcast 
WASHIM,2009,Rabi,Maize,300,-98,Overcast 
GADCHIROLI,2003,Rabi,Maize,300,149,Rainy
JALGAON,2001,Rabi,Maize,300,247,Sunny
NAGPUR,2002,Rabi,Groundnut,300,226,Rainy
RATNAGIRI,2002,Kharif,Groundnut,300,-60,Sunny
WASHIM,2011,Rabi,Groundnut,300,-23,Overcast 
AHMEDNAGAR,1998,Kharif,Jowar,300,-34,Rainy
AURANGABAD,1999,Zaid,Maize,300,71,Rainy
AURANGABAD,2002,Rabi,Maize,300,-25,Overcast 
GONDIA,1999,Rabi,Maize,300,-63,Rainy
JALGAON,1997,Rabi,Maize,300,273,Rainy
JALGAON,2002,Rabi,Maize,300,189,Overcast 
JALNA,2002,Zaid,Maize,300,-83,Rainy
PARBHANI,1997,Kharif,Maize,300,62,Rainy
PUNE,1998,Kharif,Cotton(lint),300,207,Rainy
AMRAVATI,2003,Kharif,Groundnut,300,72,Sunny
AMRAVATI,2013,Kharif,Maize,300,28,Overcast 
AURANGABAD,1998,Rabi,Maize,300,-92,Sunny
BEED,2004,Zaid,Maize,300,66,Overcast 
BULDHANA,2013,Zaid,Groundnut,300,-47,Sunny
KOLHAPUR,2003,Rabi,Sunflower,300,18,Sunny
LATUR,1998,Rabi,Maize,300,79,Rainy
LATUR,2001,Rabi,Maize,300,291,Sunny
NASHIK,2013,Zaid,Maize,300,-38,Overcast 
PARBHANI,1998,Zaid,Maize,300,297,Sunny
PARBHANI,2001,Kharif,Maize,300,231,Sunny
WARDHA,1998,Zaid,Maize,300,10,Overcast 
AHMEDNAGAR,2011,Zaid,Other  Rabi pulses,300,176,Overcast 
AURANGABAD,2006,Rabi,Groundnut,300,234,Sunny
BHANDARA,1999,Zaid,Other Kharif pulses,300,195,Rainy
BULDHANA,2012,Zaid,Groundnut,300,76,Rainy
LATUR,2002,Kharif,Maize,300,59,Rainy
LATUR,2004,Rabi,Groundnut,300,-67,Sunny
NAGPUR,1999,Rabi,Maize,300,270,Sunny
NAGPUR,2003,Zaid,Groundnut,300,35,Overcast 
NAGPUR,2013,Zaid,Maize,300,203,Rainy
NANDED,2006,Kharif,Maize,300,241,Sunny
NANDURBAR,2003,Zaid,Ragi,300,249,Sunny
NANDURBAR,2004,Kharif,Ragi,300,61,Rainy
PARBHANI,1999,Kharif,Small millets,300,48,Overcast 
PARBHANI,2013,Rabi,Sunflower,300,-41,Sunny
PUNE,2004,Kharif,Sunflower,300,39,Overcast 
PUNE,2006,Kharif,Sunflower,300,146,Rainy
SINDHUDURG,2002,Kharif,Small millets,300,259,Sunny
SINDHUDURG,2006,Rabi,Urad,300,-79,Sunny
SOLAPUR,2003,Rabi,Groundnut,300,-10,Rainy
THANE,2003,Zaid,Small millets,300,29,Sunny
THANE,2010,Kharif,Groundnut,300,-57,Overcast 
WARDHA,2005,Rabi,Urad,300,-17,Sunny
WASHIM,2008,Kharif,Jowar,300,161,Sunny
WASHIM,2010,Zaid,Jowar,300,52,Sunny
WASHIM,2011,Kharif,Jowar,300,-98,Overcast 
YAVATMAL,2009,Kharif,Safflower,300,113,Sunny
YAVATMAL,2012,Kharif,Bajra,300,-63,Sunny
AHMEDNAGAR,1998,Kharif,Sunflower,300,96,Overcast 
AHMEDNAGAR,1999,Zaid,Sunflower,300,101,Overcast 
AKOLA,2013,Kharif,Other Kharif pulses,300,108,Rainy
AMRAVATI,2008,Kharif,Bajra,300,153,Sunny
AMRAVATI,2010,Zaid,Bajra,300,240,Rainy
AMRAVATI,2011,Zaid,Bajra,300,298,Rainy
AMRAVATI,2012,Zaid,Bajra,300,186,Sunny
AMRAVATI,2013,Rabi,Other  Rabi pulses,300,294,Overcast 
AURANGABAD,1998,Kharif,Sunflower,300,28,Overcast 
AURANGABAD,1999,Rabi,Sunflower,300,90,Sunny
AURANGABAD,2004,Zaid,Rice,300,131,Overcast 
AURANGABAD,2008,Rabi,Castor seed,300,243,Sunny
BEED,2001,Zaid,Small millets,300,194,Overcast 
BHANDARA,1997,Rabi,Jowar,300,-79,Sunny
BHANDARA,2001,Zaid,Moong(Green Gram),300,170,Sunny
BHANDARA,2006,Kharif,Moong(Green Gram),300,225,Overcast 
BULDHANA,2005,Kharif,Groundnut,300,209,Sunny
BULDHANA,2012,Zaid,Other Kharif pulses,300,255,Sunny
CHANDRAPUR,1998,Zaid,Safflower,300,96,Overcast 
CHANDRAPUR,2006,Rabi,Urad,300,184,Sunny
CHANDRAPUR,2009,Rabi,Moong(Green Gram),300,69,Overcast 
CHANDRAPUR,2009,Rabi,Rapeseed &Mustard,300,138,Sunny
CHANDRAPUR,2010,Kharif,Urad,300,13,Sunny
CHANDRAPUR,2010,Kharif,Rapeseed &Mustard,300,222,Rainy
DHULE,1998,Rabi,Other  Rabi pulses,300,289,Rainy
DHULE,1998,Rabi,Safflower,300,-27,Rainy
DHULE,1999,Zaid,Sunflower,300,33,Sunny
DHULE,2000,Zaid,Sunflower,300,261,Overcast 
GONDIA,2001,Rabi,Urad,300,-81,Sunny
GONDIA,2006,Zaid,Urad,300,61,Overcast 
HINGOLI,1999,Zaid,Sunflower,300,270,Overcast 
HINGOLI,2001,Zaid,Small millets,300,37,Rainy
HINGOLI,2006,Zaid,Bajra,300,289,Sunny
JALGAON,1999,Kharif,Safflower,300,184,Overcast 
JALGAON,2004,Zaid,Sunflower,300,15,Sunny
JALNA,2011,Rabi,Groundnut,300,-43,Rainy
LATUR,1999,Zaid,Small millets,300,-6,Rainy
LATUR,2012,Kharif,Sunflower,300,278,Sunny
NAGPUR,2001,Zaid,Castor seed,300,88,Overcast 
NAGPUR,2008,Rabi,Sunflower,300,-83,Sunny
NAGPUR,2012,Zaid,Rapeseed &Mustard,300,115,Rainy
NANDED,1998,Kharif,Bajra,300,52,Rainy
NANDED,1999,Rabi,Bajra,300,-92,Rainy
NANDED,2002,Kharif,Groundnut,300,288,Sunny
NANDED,2010,Rabi,Groundnut,300,216,Overcast 
NANDURBAR,1999,Zaid,Sunflower,300,-63,Rainy
NANDURBAR,2002,Rabi,Ragi,300,46,Overcast 
NANDURBAR,2008,Rabi,Sunflower,300,74,Overcast 
NASHIK,2005,Zaid,Sunflower,300,48,Overcast 
NASHIK,2006,Kharif,Sunflower,300,242,Rainy
OSMANABAD,2011,Rabi,Sunflower,300,118,Rainy
PARBHANI,2003,Rabi,Small millets,300,128,Sunny
PARBHANI,2006,Rabi,Maize,300,8,Sunny
PARBHANI,2011,Kharif,Groundnut,300,-97,Rainy
PUNE,2005,Rabi,Sunflower,300,63,Rainy
PUNE,2014,Kharif,Sunflower,300,287,Rainy
RAIGAD,1999,Zaid,Other Kharif pulses,300,279,Rainy
RAIGAD,2010,Kharif,Moong(Green Gram),300,267,Overcast 
RATNAGIRI,1999,Rabi,Urad,300,-91,Sunny
RATNAGIRI,2012,Rabi,Urad,300,282,Rainy
RATNAGIRI,2014,Zaid,Other Kharif pulses,300,28,Rainy
SANGLI,2001,Rabi,Other  Rabi pulses,300,37,Overcast 
SANGLI,2011,Kharif,Rapeseed &Mustard,300,195,Rainy
SATARA,2008,Zaid,Sunflower,300,94,Sunny
SATARA,2010,Zaid,Sunflower,300,-21,Rainy
SINDHUDURG,1997,Kharif,Urad,300,-17,Overcast 
SINDHUDURG,1998,Rabi,Urad,300,111,Rainy
SINDHUDURG,1999,Rabi,Urad,300,272,Rainy
SINDHUDURG,2000,Zaid,Urad,300,258,Overcast 
SINDHUDURG,2001,Zaid,Urad,300,88,Sunny
SINDHUDURG,2002,Kharif,Urad,300,-75,Sunny
SINDHUDURG,2009,Zaid,Urad,300,135,Rainy
SINDHUDURG,2011,Kharif,Urad,300,4,Sunny
SINDHUDURG,2012,Kharif,Urad,300,18,Overcast 
SINDHUDURG,2013,Rabi,Urad,300,6,Rainy
SINDHUDURG,2014,Rabi,Other Kharif pulses,300,241,Rainy
SOLAPUR,2001,Kharif,Other  Rabi pulses,300,47,Overcast 
SOLAPUR,2008,Zaid,Moong(Green Gram),300,-92,Sunny
THANE,2005,Rabi,Groundnut,300,-42,Rainy
THANE,2006,Zaid,Groundnut,300,178,Sunny
THANE,2008,Rabi,Groundnut,300,-24,Rainy
WARDHA,2000,Rabi,Small millets,300,-19,Sunny
WARDHA,2001,Rabi,Castor seed,300,-76,Rainy
WARDHA,2003,Rabi,Rice,300,-70,Sunny
WARDHA,2009,Zaid,Moong(Green Gram),300,-6,Rainy
WASHIM,2011,Zaid,Bajra,300,97,Rainy
WASHIM,2012,Kharif,Bajra,300,-38,Sunny
WASHIM,2012,Kharif,Jowar,300,0,Sunny
YAVATMAL,1998,Rabi,Other Cereals & Millets,300,297,Rainy
YAVATMAL,2001,Zaid,Groundnut,300,212,Sunny
YAVATMAL,2001,Kharif,Safflower,300,252,Overcast 
YAVATMAL,2002,Zaid,Sunflower,300,166,Rainy
YAVATMAL,2002,Zaid,Sunflower,300,102,Rainy
YAVATMAL,2006,Zaid,Rapeseed &Mustard,300,257,Sunny
AHMEDNAGAR,2004,Zaid,Other  Rabi pulses,300,-7,Sunny
AHMEDNAGAR,2005,Zaid,Rapeseed &Mustard,300,160,Overcast 
AHMEDNAGAR,2011,Zaid,Linseed,300,18,Sunny
AHMEDNAGAR,2012,Rabi,Sesamum,300,-87,Rainy
AKOLA,2006,Zaid,Castor seed,300,70,Overcast 
AKOLA,2014,Kharif,Bajra,300,217,Rainy
AMRAVATI,1998,Rabi,Linseed,300,165,Overcast 
AMRAVATI,1999,Kharif,Sesamum,300,171,Overcast 
AMRAVATI,2003,Kharif,Sunflower,300,250,Overcast 
AMRAVATI,2004,Rabi,Sunflower,300,-27,Rainy
AMRAVATI,2005,Zaid,Bajra,300,200,Rainy
AMRAVATI,2009,Rabi,Castor seed,300,2,Sunny
AMRAVATI,2010,Zaid,Rapeseed &Mustard,300,209,Overcast 
AURANGABAD,2011,Kharif,Sunflower,300,245,Sunny
BEED,2011,Kharif,Rapeseed &Mustard,300,259,Overcast 
BEED,2012,Zaid,Other  Rabi pulses,300,249,Overcast 
BHANDARA,1998,Zaid,Castor seed,300,210,Sunny
BHANDARA,1999,Zaid,Sesamum,300,-71,Sunny
BHANDARA,2000,Zaid,Rapeseed &Mustard,300,13,Rainy
BHANDARA,2002,Zaid,Castor seed,300,180,Overcast 
BHANDARA,2002,Rabi,Moong(Green Gram),300,33,Overcast 
BHANDARA,2003,Rabi,Moong(Green Gram),300,218,Rainy
BHANDARA,2004,Rabi,Urad,300,96,Rainy
BHANDARA,2005,Zaid,Moong(Green Gram),300,288,Rainy
BHANDARA,2009,Zaid,Sesamum,300,68,Sunny
BHANDARA,2010,Kharif,Rapeseed &Mustard,300,204,Overcast 
BHANDARA,2011,Kharif,Rapeseed &Mustard,300,186,Sunny
BULDHANA,1998,Zaid,Linseed,300,-62,Rainy
BULDHANA,2002,Kharif,Rapeseed &Mustard,300,53,Rainy
BULDHANA,2003,Zaid,other oilseeds,300,293,Rainy
CHANDRAPUR,2002,Zaid,Rapeseed &Mustard,300,206,Overcast 
CHANDRAPUR,2005,Zaid,Urad,300,106,Sunny
CHANDRAPUR,2006,Rabi,Castor seed,300,-14,Overcast 
CHANDRAPUR,2009,Kharif,Sesamum,300,259,Sunny
CHANDRAPUR,2011,Zaid,Urad,300,207,Rainy
DHULE,2001,Zaid,Sunflower,300,-40,Overcast 
DHULE,2001,Kharif,Small millets,300,17,Overcast 
DHULE,2002,Rabi,Sunflower,300,132,Rainy
DHULE,2005,Rabi,Castor seed,300,118,Overcast 
DHULE,2009,Kharif,Castor seed,300,122,Sunny
GADCHIROLI,1998,Kharif,Rapeseed &Mustard,300,29,Rainy
GADCHIROLI,2000,Kharif,Rapeseed &Mustard,300,133,Sunny
GADCHIROLI,2004,Kharif,Rapeseed &Mustard,300,263,Rainy
GADCHIROLI,2009,Kharif,Maize,300,227,Rainy
GADCHIROLI,2011,Zaid,Moong(Green Gram),300,-82,Rainy
GONDIA,1999,Kharif,Other Kharif pulses,300,287,Sunny
GONDIA,2000,Kharif,Other Kharif pulses,300,11,Rainy
GONDIA,2002,Rabi,Other Kharif pulses,300,191,Overcast 
GONDIA,2003,Rabi,Urad,300,227,Rainy
GONDIA,2004,Rabi,Urad,300,-34,Rainy
GONDIA,2004,Kharif,Rapeseed &Mustard,300,105,Rainy
GONDIA,2005,Rabi,Urad,300,182,Rainy
GONDIA,2005,Kharif,Rapeseed &Mustard,300,89,Sunny
GONDIA,2010,Zaid,Rapeseed &Mustard,300,65,Sunny
GONDIA,2012,Zaid,Rapeseed &Mustard,300,255,Sunny
HINGOLI,2000,Zaid,Rapeseed &Mustard,300,193,Overcast 
HINGOLI,2003,Rabi,other oilseeds,300,-21,Sunny
HINGOLI,2003,Zaid,Rapeseed &Mustard,300,41,Overcast 
HINGOLI,2004,Kharif,Groundnut,300,-68,Sunny
HINGOLI,2004,Zaid,Other Cereals & Millets,300,175,Sunny
HINGOLI,2005,Kharif,Bajra,300,119,Sunny
HINGOLI,2005,Kharif,Castor seed,300,-41,Sunny
HINGOLI,2005,Rabi,Niger seed,300,66,Rainy
HINGOLI,2005,Kharif,Rapeseed &Mustard,300,214,Rainy
HINGOLI,2009,Rabi,Bajra,300,22,Sunny
HINGOLI,2009,Rabi,Niger seed,300,4,Overcast 
HINGOLI,2009,Kharif,Maize,300,290,Sunny
HINGOLI,2010,Zaid,Niger seed,300,-75,Sunny
HINGOLI,2011,Kharif,Linseed,300,27,Rainy
HINGOLI,2012,Rabi,Castor seed,300,207,Sunny
HINGOLI,2012,Rabi,Niger seed,300,188,Rainy
HINGOLI,2013,Kharif,Niger seed,300,118,Sunny
HINGOLI,2013,Zaid,Other  Rabi pulses,300,-97,Rainy
JALGAON,1999,Kharif,Castor seed,300,106,Sunny
JALGAON,2000,Zaid,Castor seed,300,-33,Rainy
JALGAON,2000,Zaid,Sunflower,300,-7,Sunny
JALGAON,2002,Rabi,Sunflower,300,258,Sunny
JALGAON,2003,Kharif,Sunflower,300,40,Overcast 
JALGAON,2003,Zaid,Sunflower,300,95,Rainy
JALGAON,2004,Zaid,other oilseeds,300,39,Sunny
JALGAON,2012,Kharif,Safflower,300,214,Rainy
JALGAON,2013,Zaid,Safflower,300,-75,Rainy
JALNA,1999,Kharif,Castor seed,300,82,Overcast 
JALNA,2000,Zaid,Other  Rabi pulses,300,-49,Sunny
JALNA,2002,Zaid,Castor seed,300,242,Rainy
JALNA,2002,Kharif,Small millets,300,180,Sunny
JALNA,2002,Rabi,Other  Rabi pulses,300,247,Sunny
JALNA,2003,Zaid,Other  Rabi pulses,300,96,Sunny
JALNA,2012,Zaid,Sesamum,300,202,Overcast 
JALNA,2013,Rabi,Sesamum,300,-57,Rainy
KOLHAPUR,1999,Rabi,Castor seed,300,15,Sunny
KOLHAPUR,2003,Zaid,Sunflower,300,-32,Sunny
KOLHAPUR,2006,Zaid,Castor seed,300,-25,Overcast 
KOLHAPUR,2008,Kharif,Castor seed,300,289,Rainy
KOLHAPUR,2014,Kharif,Castor seed,300,68,Overcast 
KOLHAPUR,2014,Kharif,Niger seed,300,-50,Sunny
LATUR,1999,Kharif,Castor seed,300,-19,Rainy
LATUR,2000,Kharif,Small millets,300,253,Overcast 
LATUR,2002,Zaid,Rapeseed &Mustard,300,140,Rainy
NAGPUR,1999,Zaid,Castor seed,300,100,Rainy
NAGPUR,1999,Rabi,Sesamum,300,103,Overcast 
NAGPUR,2000,Kharif,Sesamum,300,-96,Sunny
NAGPUR,2000,Kharif,Sesamum,300,45,Rainy
NAGPUR,2002,Rabi,Sesamum,300,-96,Overcast 
NAGPUR,2002,Zaid,Rapeseed &Mustard,300,233,Sunny
NAGPUR,2008,Kharif,Castor seed,300,219,Rainy
NANDED,2003,Kharif,Rapeseed &Mustard,300,-89,Rainy
NANDED,2012,Rabi,Rapeseed &Mustard,300,85,Overcast 
NANDED,2013,Rabi,Other Kharif pulses,300,23,Sunny
NANDED,2014,Kharif,Castor seed,300,201,Overcast 
NANDURBAR,1999,Kharif,Niger seed,300,90,Rainy
NANDURBAR,2005,Kharif,Safflower,300,235,Sunny
NANDURBAR,2006,Rabi,Safflower,300,122,Rainy
NANDURBAR,2008,Kharif,Rapeseed &Mustard,300,-85,Overcast 
NANDURBAR,2009,Zaid,Sunflower,300,-4,Overcast 
NANDURBAR,2010,Kharif,Sunflower,300,-91,Rainy
NASHIK,1998,Zaid,Castor seed,300,190,Overcast 
NASHIK,2004,Kharif,Rapeseed &Mustard,300,284,Sunny
NASHIK,2005,Rabi,Sesamum,300,268,Sunny
OSMANABAD,2001,Kharif,Rapeseed &Mustard,300,104,Sunny
OSMANABAD,2006,Zaid,Rapeseed &Mustard,300,194,Rainy
OSMANABAD,2008,Kharif,Rapeseed &Mustard,300,252,Overcast 
OSMANABAD,2011,Zaid,Castor seed,300,57,Overcast 
OSMANABAD,2012,Kharif,Sunflower,300,116,Sunny
PARBHANI,2001,Kharif,Small millets,300,104,Rainy
PARBHANI,2002,Kharif,Groundnut,300,299,Sunny
PARBHANI,2002,Rabi,Small millets,300,207,Rainy
PARBHANI,2003,Kharif,Groundnut,300,65,Sunny
PARBHANI,2004,Kharif,Groundnut,300,227,Sunny
PUNE,1999,Rabi,Castor seed,300,164,Overcast 
PUNE,2002,Zaid,Rapeseed &Mustard,300,114,Overcast 
PUNE,2004,Zaid,Rapeseed &Mustard,300,254,Overcast 
PUNE,2005,Kharif,Sesamum,300,155,Sunny
